course_id,course_name,difficulty,description,learning,tags,Average rating,Number of reviews,Popularity,combined_text
MLADL_35,Machine Learning and Deep Learning,Intermediate,"This intermediate-level course explores machine learning and deep learning techniques. Learn about neural networks, deep learning frameworks, and model training.","Understand machine learning algorithms and techniques.
Explore neural networks and deep learning frameworks like TensorFlow and PyTorch.
Train machine learning and deep learning models for various tasks.
Apply machine learning and deep learning in real-world projects.","['machine learning', 'deep learning', 'intermediate', 'neural networks', 'model training']",3.2,5,Low,machin learn deep learn intermedi neural network model train intermediatelevel cours explor machin learn deep learn techniqu learn neural network deep learn framework model train machin learn deep learn
DAWP_77,Data Analysis with Python,Intermediate,"This intermediate-level course focuses on data analysis with Python. Learn about data manipulation, visualization, and statistical analysis.","Master data manipulation with Python libraries like pandas.
Create data visualizations using tools like Matplotlib and Seaborn.
Perform statistical analysis and hypothesis testing on data.
Work with real-world datasets to gain data analysis skills.","['data analysis', 'Python', 'intermediate', 'data manipulation', 'data visualization']",2.6,7,Low,data analysi python intermedi data manipul data visual intermediatelevel cours focus data analysi python learn data manipul visual statist analysi data analysi python
ACVAOR_222,Advanced Computer Vision and Object Recognition,Advanced,This advanced-level course covers advanced computer vision and object recognition. Learn to develop AI systems for visual perception.,"Master advanced computer vision techniques and deep learning models.
Learn to build AI systems for object detection and recognition.
Explore image segmentation, tracking, and visual scene understanding.
Contribute to the field of advanced computer vision and AI.","['computer vision', 'object recognition', 'advanced', 'deep learning', 'image segmentation']",3.0,12,Very High,comput vision object recognit advanc deep learn imag segment advancedlevel cours cover advanc comput vision object recognit learn develop ai system visual percept advanc comput vision object recognit
ITUED_71,Introduction to User Experience  Design,Beginner,"This beginner-level course introduces the fundamentals of User Experience (UX) design. Learn about user research, prototyping, and usability testing.","Understand the importance of user-centered design in product development.
Conduct user research to gather insights and requirements.
Create interactive prototypes and design user interfaces.
Perform usability testing to improve product usability.","['UX design', 'beginner', 'user research', 'prototyping']",3.1,9,Medium,ux design beginn user research prototyp beginnerlevel cours introduc fundament user experi ux design learn user research prototyp usabl test introduct user experi design
SSDP_206,Secure Software Development Principles,Intermediate,This intermediate-level course focuses on secure software development principles. Learn to code with security in mind.,"Understand the importance of secure software development.
Learn secure coding practices and techniques.
Explore threat modeling and vulnerability assessment.
Develop secure software applications and protect against cyber threats.","['secure software development', 'intermediate', 'secure coding', 'threat modeling', 'cyber threats']",2.5,11,High,secur softwar develop intermedi secur code threat model cyber threat intermediatelevel cours focus secur softwar develop principl learn code secur mind secur softwar develop principl
SDWR_88,Software Development with React,Intermediate,"This intermediate-level course focuses on software development with React, a popular JavaScript library for building user interfaces.","Master React concepts and component-based development.
Build interactive and dynamic web applications using React.
Learn about state management with Redux and React Router for routing.
Develop modern web applications with React and associated tools.","['React', 'intermediate', 'component-based development', 'state management']",3.5,12,Very High,react intermedi componentbas develop state manag intermediatelevel cours focus softwar develop react popular javascript librari build user interfac softwar develop react
CSFAB_114,Computer Science for Absolute Beginners,Beginner,"This course is designed for absolute beginners in computer science. Learn the very basics of programming, algorithms, and computer hardware.","Get started with the absolute basics of computer science.
Learn introductory programming concepts using a beginner-friendly language.
Understand fundamental algorithms and problem-solving techniques.
Explore the basics of computer hardware and how it works.","['computer science', 'beginner', 'programming basics', 'algorithms', 'computer hardware']",3.1,12,Very High,comput scienc beginn program basic algorithm comput hardwar cours design absolut beginn comput scienc learn basic program algorithm comput hardwar comput scienc absolut beginn
NLP_44,Natural Language Processing,Advanced,"This advanced-level course covers natural language processing (NLP). Learn about text analysis, sentiment analysis, and machine translation.","Explore text analysis techniques for NLP tasks.
Learn about sentiment analysis and opinion mining.
Understand machine translation and language generation in NLP.
Develop NLP applications for chatbots and language processing tasks.","['natural language processing', 'advanced', 'text analysis', 'sentiment analysis']",2.3,10,High,natur languag process advanc text analysi sentiment analysi advancedlevel cours cover natur languag process nlp learn text analysi sentiment analysi machin translat natur languag process
DCFB_157,Digital Citizenship for Beginners,Beginner,"This beginner-level course focuses on digital citizenship. Learn about responsible online behavior, ethical internet use, and digital rights.","Understand the principles of digital citizenship.
Learn about responsible online behavior and digital ethics.
Explore digital rights and responsibilities.
Develop good practices for a positive digital presence.","['digital citizenship', 'beginner', 'online behavior', 'digital ethics', 'internet use']",2.4,15,Very High,digit citizenship beginn onlin behavior digit ethic internet use beginnerlevel cours focus digit citizenship learn respons onlin behavior ethic internet use digit right digit citizenship beginn
CDAO_57,Compiler Design and Optimization,Advanced,"This advanced-level course covers compiler design and optimization. Learn about lexical analysis, parsing, code generation, and optimization techniques.","Explore lexical analysis and parsing techniques for language processing.
Learn about intermediate code generation and code optimization.
Understand compiler frontends and backends.
Develop a complete compiler for a programming language.","['compiler design', 'optimization', 'advanced', 'lexical analysis', 'code generation']",3.0,11,High,compil design optim advanc lexic analysi code gener advancedlevel cours cover compil design optim learn lexic analysi pars code gener optim techniqu compil design optim
BDAFB_96,Big Data Analytics for Business,Advanced,"This advanced-level course focuses on big data analytics for business. Learn about data-driven decision-making, predictive analytics, and business intelligence.","Apply big data analytics to make data-driven business decisions.
Learn about predictive analytics and machine learning for business applications.
Develop business intelligence dashboards for reporting and visualization.
Analyze large-scale data sets for strategic insights.","['big data analytics', 'advanced', 'business analytics', 'predictive analytics']",3.1,11,High,big data analyt advanc busi analyt predict analyt advancedlevel cours focus big data analyt busi learn datadriven decisionmak predict analyt busi intellig big data analyt busi
CAD_54,Cloud-Native Application Development,Advanced,"This advanced-level course focuses on cloud-native application development. Learn about containerization, Kubernetes, and microservices architecture.","Explore containerization technologies like Docker and container orchestration with Kubernetes.
Learn about microservices architecture and cloud-native design principles.
Develop cloud-native applications and deploy them in cloud environments.
Manage and scale cloud-native applications with modern DevOps practices.","['cloud-native development', 'advanced', 'containerization', 'Kubernetes']",3.0,14,Very High,cloudn develop advanc container kubernet advancedlevel cours focus cloudn applic develop learn container kubernet microservic architectur cloudn applic develop
PFB_5,Python for Beginners,Beginner,"This course is an introduction to the Python programming language. You will learn Python syntax, data structures, and how to write simple programs.","Familiarize yourself with Python syntax, including variables, loops, and conditionals.
Learn about common data structures in Python, such as lists and dictionaries.
Write Python programs to solve basic problems and tasks.
Understand how Python can be used in various applications, including web development and data analysis.","['Python', 'beginner', 'programming', 'data structures']",2.4,13,Very High,python beginn program data structur cours introduct python program languag learn python syntax data structur write simpl program python beginn
ITCA_101,Introduction to Cybersecurity Awareness,Beginner,"This beginner-level course introduces the basics of cybersecurity awareness. Learn about common threats, online safety, and best practices for staying secure.","Understand the importance of cybersecurity in the digital world.
Learn about common cyber threats and how to protect yourself online.
Practice good online safety habits and recognize phishing attempts.
Implement best practices for password security and data protection.","['cybersecurity', 'beginner', 'cyber threats', 'online safety']",2.9,11,High,cybersecur beginn cyber threat onlin safeti beginnerlevel cours introduc basic cybersecur awar learn common threat onlin safeti best practic stay secur introduct cybersecur awar
NA_30,Network Administration,Intermediate,"This intermediate-level course covers network administration. Learn about network configuration, maintenance, and troubleshooting in a corporate environment.","Configure and manage network devices, including routers and switches.
Monitor network performance and troubleshoot connectivity issues.
Implement security measures to protect corporate networks.
Manage user access and permissions in a networked environment.","['network administration', 'intermediate', 'network configuration', 'troubleshooting']",3.3,7,Low,network administr intermedi network configur troubleshoot intermediatelevel cours cover network administr learn network configur mainten troubleshoot corpor environ network administr
HCCAG_138,High-Performance Computing Clusters and Grids,Advanced,This advanced-level course explores high-performance computing clusters and grid computing. Learn to design and manage high-performance computing environments.,"Master the principles of high-performance computing clusters and grids.
Design and deploy high-performance computing environments.
Optimize cluster and grid performance for scientific and research applications.
Manage and troubleshoot complex computing clusters.","['high-performance computing', 'advanced', 'cluster computing', 'grid computing']",3.9,12,Very High,highperform comput advanc cluster comput grid comput advancedlevel cours explor highperform comput cluster grid comput learn design manag highperform comput environ highperform comput cluster grid
JB_9,JavaScript Basics,Beginner,"This beginner-level course introduces JavaScript, a popular programming language used for web development. You will learn the basics of JavaScript syntax and its usage in web development.","Familiarize yourself with JavaScript syntax, variables, and data types.
Learn how to use JavaScript to manipulate web page elements and respond to user interactions.
Write JavaScript code to create interactive web applications.
Explore the role of JavaScript in modern web development.","['JavaScript', 'web development', 'beginner', 'programming']",2.9,12,Very High,javascript web develop beginn program beginnerlevel cours introduc javascript popular program languag use web develop learn basic javascript syntax usag web develop javascript basic
ADVWT_163,Advanced Data Visualization with Tableau,Intermediate,This intermediate-level course explores advanced data visualization techniques using Tableau. Learn to create interactive and informative data dashboards.,"Master advanced data visualization techniques with Tableau.
Learn to design and create interactive data dashboards.
Explore data storytelling and visualization best practices.
Communicate insights effectively through data visualizations.","['data visualization', 'intermediate', 'Tableau', 'data dashboards', 'data storytelling']",3.1,16,Very High,data visual intermedi tableau data dashboard data storytel intermediatelevel cours explor advanc data visual techniqu use tableau learn creat interact inform data dashboard advanc data visual tableau
ITA_6,Introduction to Algorithms,Intermediate,"This intermediate-level course explores algorithms and their role in computer science. You will learn about algorithm design, analysis, and their practical applications.","Understand the fundamentals of algorithm design and analysis.
Explore various algorithmic techniques, such as sorting and searching algorithms.
Learn how to analyze the time and space complexity of algorithms.
Apply algorithms to solve real-world problems and computational challenges.","['algorithms', 'intermediate', 'algorithm design', 'algorithm analysis']",3.0,6,Low,algorithm intermedi algorithm design algorithm analysi intermediatelevel cours explor algorithm role comput scienc learn algorithm design analysi practic applic introduct algorithm
FWD_26,Front-End Web Development,Intermediate,"This intermediate-level course focuses on front-end web development. Learn about HTML5, CSS3, and JavaScript frameworks for building modern and responsive web interfaces.","Master HTML5, CSS3, and responsive web design techniques.
Learn popular front-end frameworks like React or Angular.
Explore web accessibility and cross-browser compatibility.
Build interactive and visually appealing web interfaces.","['web development', 'front-end', 'intermediate', 'HTML5', 'CSS3']",2.8,6,Low,web develop frontend intermedi html css intermediatelevel cours focus frontend web develop learn html css javascript framework build modern respons web interfac frontend web develop
ITSDT_107,Introduction to Software Development Tools,Beginner,"This beginner-level course introduces software development tools and best practices. Learn about version control, integrated development environments (IDEs), and more.","Understand the essential software development tools and their roles.
Learn about version control systems like Git and GitHub.
Explore integrated development environments (IDEs) for coding efficiency.
Practice software development best practices and collaboration tools.","['software development', 'beginner', 'version control', 'IDEs', 'collaboration tools']",3.0,8,Medium,softwar develop beginn version control ide collabor tool beginnerlevel cours introduc softwar develop tool best practic learn version control integr develop environ ide introduct softwar develop tool
WDFB_62,Web Design for Beginners,Beginner,"This beginner-level course covers the fundamentals of web design. Learn HTML and CSS basics, layout design, and creating responsive web pages.","Master HTML and CSS fundamentals for web design.
Understand web layout design and responsive web development.
Create basic web pages and simple interactive elements.
Design visually appealing and user-friendly websites.","['web design', 'beginner', 'HTML', 'CSS']",2.6,10,High,web design beginn html css beginnerlevel cours cover fundament web design learn html css basic layout design creat respons web page web design beginn
ARP_178,Advanced Robotics Perception,Advanced,This advanced-level course covers advanced robotics perception techniques. Learn to enhance robot perception and decision-making capabilities.,"Master advanced robotics perception methods and algorithms.
Learn to integrate sensors and perception modules into robotic systems.
Explore computer vision and sensor fusion for robotics.
Enhance robot perception for autonomous navigation and interaction.","['robotics perception', 'advanced', 'robot perception', 'sensor fusion', 'autonomous navigation']",2.8,12,Very High,robot percept advanc robot percept sensor fusion autonom navig advancedlevel cours cover advanc robot percept techniqu learn enhanc robot percept decisionmak capabl advanc robot percept
APP_21,Advanced Python Programming,Intermediate,"This intermediate-level course builds upon the fundamentals of Python. You will learn advanced Python concepts, including decorators, generators, and metaclasses. Explore real-world applications and best practices in Python programming.","Master advanced Python concepts like decorators and metaclasses.
Explore Python libraries and frameworks for various applications.
Understand best practices for Python code organization and optimization.
Apply Python programming skills to develop real-world applications.","['Python', 'intermediate', 'advanced', 'decorators', 'generators']",3.0,9,Medium,python intermedi advanc decor gener intermediatelevel cours build upon fundament python learn advanc python concept includ decor gener metaclass explor realworld applic best practic python program advanc python program
ACCS_170,Advanced Cloud Computing Services,Intermediate,"This intermediate-level course explores advanced cloud computing services. Learn about cloud architecture, service models, and advanced cloud solutions.","Master advanced cloud computing concepts and architectures.
Learn about cloud service models and their applications.
Explore advanced cloud solutions for specific business needs.
Design and implement advanced cloud projects.","['cloud computing', 'intermediate', 'cloud architecture', 'service models', 'cloud solutions']",3.2,9,Medium,cloud comput intermedi cloud architectur servic model cloud solut intermediatelevel cours explor advanc cloud comput servic learn cloud architectur servic model advanc cloud solut advanc cloud comput servic
PLAD_63,Programming Logic and Design,Beginner,"This beginner-level course focuses on programming logic and design principles. Learn algorithmic thinking, flowcharting, and problem-solving techniques.","Develop algorithmic thinking and problem-solving skills.
Create flowcharts to represent program logic.
Understand basic programming constructs like loops and conditionals.
Apply programming logic to solve simple computational problems.","['programming logic', 'beginner', 'algorithmic thinking', 'flowcharting']",3.1,11,High,program logic beginn algorithm think flowchart beginnerlevel cours focus program logic design principl learn algorithm think flowchart problemsolv techniqu program logic design
WDWJ_22,Web Development with JavaScript,Intermediate,"This intermediate-level course focuses on web development using JavaScript. You will learn client-side scripting, DOM manipulation, and asynchronous programming. Build interactive web applications.","Master JavaScript for client-side web development.
Learn about Document Object Model (DOM) manipulation.
Explore asynchronous programming and AJAX for web applications.
Build interactive and dynamic web applications with JavaScript.","['JavaScript', 'web development', 'intermediate', 'DOM manipulation', 'asynchronous programming']",2.8,9,Medium,javascript web develop intermedi dom manipul asynchron program intermediatelevel cours focus web develop use javascript learn clientsid script dom manipul asynchron program build interact web applic web develop javascript
AHIR_188,Advanced Human-Computer Interaction Research,Advanced,This advanced-level course delves into advanced human-computer interaction (HCI) research. Explore HCI methodologies and user-centered design.,"Master advanced HCI research methodologies and techniques.
Learn to conduct user-centered design studies and evaluations.
Explore advanced HCI topics, including augmented reality and wearables.
Contribute to the advancement of HCI research and interactive technology.","['human-computer interaction', 'HCI research', 'advanced', 'user-centered design', 'interactive technology']",2.5,10,High,humancomput interact hci research advanc usercent design interact technolog advancedlevel cours delv advanc humancomput interact hci research explor hci methodolog usercent design advanc humancomput interact research
ACGAA_146,Advanced Computer Graphics and Animation,Advanced,"This advanced-level course focuses on advanced computer graphics and animation techniques. Learn about 3D rendering, animation pipelines, and visual effects.","Master advanced computer graphics techniques for realistic 3D rendering.
Learn about animation pipelines, rigging, and character animation.
Explore visual effects (VFX) and simulations in computer graphics.
Create advanced graphics and animation projects.","['computer graphics', 'animation', 'advanced', '3D rendering', 'visual effects']",2.9,12,Very High,comput graphic anim advanc render visual effect advancedlevel cours focus advanc comput graphic anim techniqu learn render anim pipelin visual effect advanc comput graphic anim
APS_213,Advanced Python Scripting,Intermediate,This intermediate-level course focuses on advanced Python scripting. Learn to automate tasks and build Python applications.,"Master advanced Python scripting techniques and libraries.
Learn to automate repetitive tasks with Python scripts.
Explore web scraping, data manipulation, and scripting best practices.
Develop Python applications for various purposes.","['Python scripting', 'intermediate', 'automation', 'web scraping', 'data manipulation']",3.6,16,Very High,python script intermedi autom web scrape data manipul intermediatelevel cours focus advanc python script learn autom task build python applic advanc python script
IML_19,Introductory Machine Learning,Intermediate,"This intermediate-level course provides an introduction to machine learning techniques and algorithms. You will learn about supervised and unsupervised learning, as well as model evaluation and selection.","Understand the fundamentals of machine learning, including supervised and unsupervised learning.
Explore machine learning algorithms and their applications.
Learn how to evaluate and select machine learning models for different tasks.
Apply machine learning techniques to real-world datasets and problems.","['machine learning', 'intermediate', 'supervised learning', 'unsupervised learning', 'model evaluation']",3.2,4,Low,machin learn intermedi supervis learn unsupervis learn model evalu intermediatelevel cours provid introduct machin learn techniqu algorithm learn supervis unsupervis learn well model evalu select introductori machin learn
CSFK_69,Computer Science for Kids,Beginner,"This beginner-level course is designed for kids and introduces computer science concepts in a fun and engaging way. Learn about coding, problem-solving, and digital creativity.","Get started with coding using block-based programming languages.
Develop problem-solving skills through interactive projects and games.
Learn about digital creativity and basic computer science principles.
Explore the world of technology and its impact on society.","['computer science', 'beginner', 'kids', 'coding']",3.1,9,Medium,comput scienc beginn kid code beginnerlevel cours design kid introduc comput scienc concept fun engag way learn code problemsolv digit creativ comput scienc kid
DS_47,Distributed Systems,Advanced,"This advanced-level course covers distributed systems. Learn about distributed architectures, consensus algorithms, and fault tolerance.","Explore distributed system architectures like microservices and containers.
Learn about consensus algorithms like Raft and Paxos.
Understand fault tolerance and replication in distributed systems.
Develop distributed applications and services.","['distributed systems', 'advanced', 'microservices', 'consensus algorithms']",3.2,19,Very High,distribut system advanc microservic consensu algorithm advancedlevel cours cover distribut system learn distribut architectur consensu algorithm fault toler distribut system
ANLUAG_223,Advanced Natural Language Understanding and Generation,Advanced,This advanced-level course focuses on advanced natural language understanding and generation. Explore advanced NLP and language models.,"Master advanced NLP techniques and state-of-the-art language models.
Learn to build AI systems for natural language understanding and generation.
Explore language translation, text summarization, and conversational AI.
Contribute to the development of advanced NLP applications.","['natural language understanding', 'generation', 'advanced', 'NLP', 'language models']",3.1,10,High,natur languag understand gener advanc nlp languag model advancedlevel cours focus advanc natur languag understand gener explor advanc nlp languag model advanc natur languag understand gener
ITC_61,Introduction to Cybersecurity,Beginner,"This beginner-level course introduces the basics of cybersecurity. Learn about common threats, security measures, and best practices to protect digital assets.","Understand common cybersecurity threats and vulnerabilities.
Learn security measures to protect personal and organizational data.
Explore best practices for safe online behavior and secure communication.
Apply basic cybersecurity principles to safeguard digital assets.","['cybersecurity', 'beginner', 'security measures', 'online safety']",2.8,10,High,cybersecur beginn secur measur onlin safeti beginnerlevel cours introduc basic cybersecur learn common threat secur measur best practic protect digit asset introduct cybersecur
DSWP_34,Data Science with Python,Intermediate,"This intermediate-level course focuses on data science using Python. Learn data analysis, visualization, and machine learning techniques for data-driven insights.","Explore data preprocessing, analysis, and visualization using Python libraries.
Learn machine learning techniques for predictive modeling.
Work with real-world datasets and solve data science problems.
Communicate data-driven insights effectively.","['data science', 'Python', 'intermediate', 'data analysis', 'machine learning']",3.1,7,Low,data scienc python intermedi data analysi machin learn intermediatelevel cours focus data scienc use python learn data analysi visual machin learn techniqu datadriven insight data scienc python
WADWV_161,Web Application Development with Vue.js,Intermediate,This intermediate-level course focuses on web application development with Vue.js. Learn to build interactive and responsive web apps.,"Master Vue.js, a popular JavaScript framework for web development.
Learn to create interactive and responsive web applications.
Explore component-based development and state management in Vue.js.
Build advanced web apps with Vue.js and Vue Router.","['web application development', 'intermediate', 'Vue.js', 'JavaScript', 'responsive web apps']",2.0,8,Medium,web applic develop intermedi vuej javascript respons web app intermediatelevel cours focus web applic develop vuej learn build interact respons web app web applic develop vuej
QAAQCA_95,Quantum Algorithms and Quantum Computing Applications,Advanced,This advanced-level course covers quantum algorithms and applications in quantum computing. Learn about quantum programming and quantum simulations.,"Understand quantum algorithms and their advantages over classical algorithms.
Learn about quantum programming languages and quantum simulators.
Explore real-world applications of quantum computing in various fields.
Develop and optimize quantum algorithms for specific tasks.","['quantum computing', 'advanced', 'quantum algorithms', 'quantum programming']",3.4,10,High,quantum comput advanc quantum algorithm quantum program advancedlevel cours cover quantum algorithm applic quantum comput learn quantum program quantum simul quantum algorithm quantum comput applic
CNSAD_137,Cloud Native Security and DevSecOps,Advanced,This advanced-level course covers cloud native security and DevSecOps practices. Learn to secure cloud-native applications and adopt a DevSecOps culture.,"Master cloud native security practices and tools.
Implement security measures for cloud-native applications.
Integrate security into the DevOps process with DevSecOps practices.
Adopt a culture of security and automation in cloud environments.","['cloud security', 'advanced', 'DevSecOps', 'cloud-native applications']",2.7,6,Low,cloud secur advanc devsecop cloudn applic advancedlevel cours cover cloud nativ secur devsecop practic learn secur cloudn applic adopt devsecop cultur cloud nativ secur devsecop
ADP_215,Advanced DevOps Practices,Intermediate,This intermediate-level course delves into advanced DevOps practices. Learn to automate software development and deployment pipelines.,"Master advanced DevOps principles and practices.
Learn to set up continuous integration and continuous deployment (CI/CD) pipelines.
Explore containerization, orchestration, and infrastructure as code (IaC).
Improve software delivery and deployment with DevOps expertise.","['DevOps', 'intermediate', 'CI/CD', 'containerization', 'IaC']",2.2,8,Medium,devop intermedi cicd container iac intermediatelevel cours delv advanc devop practic learn autom softwar develop deploy pipelin advanc devop practic
ITVGD_158,Introduction to Video Game Design,Beginner,"This beginner-level course introduces video game design concepts. Learn about game development, mechanics, and creating interactive gameplay.","Understand the fundamentals of video game design and development.
Learn about game mechanics, storyboarding, and level design.
Explore interactive gameplay and user engagement strategies.
Create basic video game prototypes and projects.","['video game design', 'beginner', 'game development', 'game mechanics', 'interactive gameplay']",3.3,10,High,video game design beginn game develop game mechan interact gameplay beginnerlevel cours introduc video game design concept learn game develop mechan creat interact gameplay introduct video game design
SQA_89,Software Quality Assurance,Intermediate,This intermediate-level course covers software quality assurance (QA) principles and practices. Learn about testing methodologies and QA processes.,"Understand the importance of software quality assurance in the development cycle.
Learn about different testing methodologies, including manual and automated testing.
Perform test planning, test case design, and test execution.
Implement QA processes and strategies for delivering high-quality software.","['software quality assurance', 'intermediate', 'testing methodologies', 'QA processes']",2.9,10,High,softwar qualiti assur intermedi test methodolog qa process intermediatelevel cours cover softwar qualiti assur qa principl practic learn test methodolog qa process softwar qualiti assur
CGAV_36,Computer Graphics and Visualization,Intermediate,"This intermediate-level course covers computer graphics and data visualization. Learn about rendering techniques, 3D graphics, and interactive visualization.","Explore computer graphics principles, including rendering and shading.
Learn about 3D graphics and modeling techniques.
Create interactive visualizations and simulations.
Apply computer graphics and visualization in multimedia and gaming.","['computer graphics', 'visualization', 'intermediate', '3D graphics']",2.4,10,High,comput graphic visual intermedi graphic intermediatelevel cours cover comput graphic data visual learn render techniqu graphic interact visual comput graphic visual
ITAI_17,Introduction to Artificial Intelligence,Beginner,"This beginner-level course introduces the field of artificial intelligence (AI). You will learn about AI concepts, machine learning, and practical AI applications.","Understand the basics of artificial intelligence and its applications.
Learn about machine learning and its role in AI.
Explore practical AI applications in areas like image recognition and natural language processing.
Get an overview of ethical considerations in AI development.","['artificial intelligence', 'beginner', 'machine learning', 'AI applications', 'ethics']",2.9,13,Very High,artifici intellig beginn machin learn ai applic ethic beginnerlevel cours introduc field artifici intellig ai learn ai concept machin learn practic ai applic introduct artifici intellig
ITCPT_159,Introduction to Cloud-Based Productivity Tools,Beginner,"This beginner-level course introduces cloud-based productivity tools. Learn about cloud applications for collaboration, document management, and more.","Understand the benefits of cloud-based productivity tools.
Learn to use cloud applications for collaboration and document management.
Explore productivity-enhancing features and functionalities.
Integrate cloud-based tools into daily tasks for improved efficiency.","['cloud-based tools', 'beginner', 'productivity', 'cloud applications', 'collaboration']",2.8,6,Low,cloudbas tool beginn product cloud applic collabor beginnerlevel cours introduc cloudbas product tool learn cloud applic collabor document manag introduct cloudbas product tool
ISAP_211,IoT Security and Protocols,Intermediate,This intermediate-level course focuses on IoT security and protocols. Learn to secure Internet of Things (IoT) devices and networks.,"Understand the importance of IoT security and protocols.
Learn about IoT device authentication and encryption.
Explore common IoT security threats and mitigation strategies.
Secure IoT ecosystems and protect against cyber threats.","['IoT security', 'protocols', 'intermediate', 'device authentication', 'cyber threats']",3.8,8,Medium,iot secur protocol intermedi devic authent cyber threat intermediatelevel cours focus iot secur protocol learn secur internet thing iot devic network iot secur protocol
DMS_25,Database Management Systems,Intermediate,"This intermediate-level course covers database management systems (DBMS). Learn about relational databases, SQL, normalization, and database design.","Understand relational databases and DBMS architecture.
Learn SQL for data retrieval and manipulation.
Explore database normalization and design principles.
Design and implement databases for various applications.","['database management', 'DBMS', 'intermediate', 'SQL', 'normalization']",3.1,8,Medium,databas manag dbm intermedi sql normal intermediatelevel cours cover databas manag system dbm learn relat databas sql normal databas design databas manag system
AIAAC_234,AI in Art and Creativity,Advanced,This advanced-level course explores AI in art and creativity. Learn to create AI-generated art and innovative creative applications.,"Master AI techniques for generative art and creative content creation.
Learn to build AI-driven creative tools and applications.
Explore applications in music composition, visual arts, and design.
Contribute to the intersection of AI and art for creative innovations.","['AI', 'art', 'creativity', 'advanced', 'generative art']",2.4,14,Very High,ai art creativ advanc gener art advancedlevel cours explor ai art creativ learn creat aigener art innov creativ applic ai art creativ
HCC_94,High-Performance Computing Clusters,Advanced,"This advanced-level course focuses on high-performance computing clusters. Learn about cluster architecture, parallel processing, and HPC applications.","Explore high-performance computing (HPC) cluster architecture.
Learn about parallel processing and distributed computing.
Develop and optimize applications for HPC clusters.
Apply HPC techniques in scientific simulations and data analysis.","['high-performance computing', 'advanced', 'HPC clusters', 'parallel processing']",2.4,9,Medium,highperform comput advanc hpc cluster parallel process advancedlevel cours focus highperform comput cluster learn cluster architectur parallel process hpc applic highperform comput cluster
ITHAC_8,Introduction to HTML and CSS,Beginner,"This beginner-level course focuses on the fundamentals of web development, covering HTML for content structure and CSS for styling web pages.","Learn the basics of HTML for creating structured web content.
Understand how CSS is used to style and format web pages.
Create simple web pages using HTML and CSS.
Explore web development best practices and standards.","['HTML', 'CSS', 'web development', 'beginner']",3.0,10,High,html css web develop beginn beginnerlevel cours focus fundament web develop cover html content structur css style web page introduct html css
ITCS_1,Introduction to Computer Science,Beginner,"This course provides an introduction to the field of computer science. You will learn about the fundamental concepts, history, and various areas within computer science. Topics covered include algorithms, data structures, programming, and problem-solving.","Understand the basics of computer science and its importance in today's world.
Learn about algorithms and their role in solving problems efficiently.
Explore data structures and their applications in software development.
Get an overview of programming languages and their usage in computer science.","['computer science', 'beginner', 'programming', 'algorithms', 'data structures']",2.9,7,Low,comput scienc beginn program algorithm data structur cours provid introduct field comput scienc learn fundament concept histori variou area within comput scienc topic cover includ algorithm data structur program problemsolv introduct comput scienc
CPFB_14,C++ Programming for Beginners,Beginner,"This course is designed for beginners and covers the fundamentals of the C++ programming language. You will learn about C++ syntax, data types, and basic programming concepts.","Familiarize yourself with C++ syntax, including variables, loops, and functions.
Learn about C++ data types and their usage.
Write C++ programs to solve basic problems and tasks.
Understand how C++ can be used in various applications, including game development and system programming.","['C++', 'beginner', 'programming', 'data types']",2.9,9,Medium,c beginn program data type cours design beginn cover fundament c program languag learn c syntax data type basic program concept c program beginn
ABD_176,Advanced Blockchain Development,Advanced,This advanced-level course delves into advanced blockchain development. Learn to build decentralized applications (DApps) and smart contracts.,"Master advanced blockchain development techniques.
Learn to build decentralized applications (DApps) on blockchain platforms.
Explore smart contract development and blockchain security.
Implement blockchain solutions for various industries.","['blockchain development', 'advanced', 'DApps', 'smart contracts', 'blockchain security']",2.8,20,Very High,blockchain develop advanc dapp smart contract blockchain secur advancedlevel cours delv advanc blockchain develop learn build decentr applic dapp smart contract advanc blockchain develop
EHFCE_184,Ethical Hacking for Cybersecurity Experts,Advanced,This advanced-level course covers ethical hacking for cybersecurity experts. Learn advanced penetration testing and security assessment techniques.,"Master advanced ethical hacking techniques and methodologies.
Learn to conduct in-depth penetration tests and security assessments.
Explore advanced hacking tools and vulnerability exploitation.
Enhance cybersecurity defenses through ethical hacking expertise.","['ethical hacking', 'advanced', 'penetration testing', 'security assessment', 'cybersecurity experts']",3.0,11,High,ethic hack advanc penetr test secur assess cybersecur expert advancedlevel cours cover ethic hack cybersecur expert learn advanc penetr test secur assess techniqu ethic hack cybersecur expert
CRM_92,Cybersecurity Risk Management,Advanced,"This advanced-level course focuses on cybersecurity risk management. Learn about risk assessment, threat modeling, and risk mitigation strategies.","Conduct cybersecurity risk assessments for organizations.
Perform threat modeling and vulnerability assessments.
Develop risk mitigation strategies and incident response plans.
Manage cybersecurity risks in complex environments.","['cybersecurity', 'advanced', 'risk management', 'threat modeling']",2.7,6,Low,cybersecur advanc risk manag threat model advancedlevel cours focus cybersecur risk manag learn risk assess threat model risk mitig strategi cybersecur risk manag
